"match_id","time","home_fault","card","away_fault"
163740,"81","","red card","Koulibaly K."
163749,"5","Gardner G.","yellow card",""
163749,"26","","yellow card","Shawcross R."
163749,"52","","yellow card","Martina C."
163751,"26","","yellow card","Maupay N."
163752,"44","","yellow card","Rodwell J."
163753,"25","Clayton A.","yellow card",""
163753,"41","Ayala D.","yellow card",""
163754,"9","","red card","Blackett T."
163760,"17","","yellow card","Connolly C."
163760,"28","","yellow card","Garner J."
163937,"66","Targett M.","yellow card",""
163937,"83","Bednarek J.","yellow card",""
164018,"26","Robertson A.","yellow card",""
164018,"33","","yellow card","Xhaka G."
164018,"90+2","","yellow card","Lichtsteiner S."
164019,"36","Matuidi B.","yellow card",""
164019,"36","","yellow card","Ferrari A."
164019,"71","Rugani D.","yellow card",""
164019,"90+2","","yellow card","Saponara R."
164024,"45+1","","yellow card","Kolarov A."
164025,"16","","yellow card","Castagne T."
164027,"25","","yellow card","Pulgar E."
164027,"46","","yellow card","De Maio S."
164027,"80","Malcuit K.","yellow card",""
164027,"90+4","Allan","yellow card",""
164028,"51","","yellow card","Kurtic J."
164028,"56","Castillejo S.","yellow card",""
164028,"70","","yellow card","Schiattarella P."
164028,"73","Zapata C.","yellow card",""
164046,"26","","yellow card","Sawyers R."
164046,"52","","yellow card","Jeanvier J."
164046,"64","","yellow card","Maupay N."
164046,"75","","yellow card","Barbet Y."
164046,"90+3","","yellow card","Yennaris N."
164061,"10","Pinnock E.","yellow card",""
164061,"51","Cavare D.","yellow card",""
164061,"62","","yellow card","Pearce J."
164061,"64","","yellow card","Solly C."
164061,"72","Pinillos D.","yellow card",""
164061,"73","Woodrow C.","yellow card",""
164061,"80","","yellow card","Dijksteel A."
164061,"90+6","","red card","Solly C."
164061,"90+7","Mowatt A.","yellow card",""
164261,"10","","yellow card","Alonso M."
164262,"23","","yellow card","Snodgrass R."
164262,"29","","yellow card","Noble M."
164262,"38","Barnes A.","yellow card",""
164262,"57","","yellow card","Carroll A."
164262,"61","","yellow card","Rice D."
164263,"32","","yellow card","Aguero S."
164263,"58","Austin C.","yellow card",""
164263,"72","","yellow card","Kompany V."
164263,"73","Bednarek J.","yellow card",""
164263,"78","","yellow card","Danilo"
164263,"85","Hojbjerg P.","red card",""
164264,"36","Young A.","yellow card",""
164264,"51","Herrera A.","yellow card",""
164264,"79","Bailly E.","red card",""
164406,"52","Gomes A.","yellow card",""
164406,"75","","yellow card","Evans J."
164406,"80","Digne L.","yellow card",""
164406,"81","Tosun C.","yellow card",""
164413,"41","","yellow card","Adarabioyo O."
164413,"52","Bennett E.","yellow card",""
164415,"45+5","","yellow card","Saville G."
164415,"73","","yellow card","Besic M."
164418,"13","Robinson J.","yellow card",""
164418,"41","","red card","Philips K."
164418,"81","Darikwa T.","yellow card",""
164419,"53","","yellow card","Roberts C."
164421,"60","","yellow card","Morrison M."
164421,"71","","yellow card","Jota"
164421,"83","","yellow card","Gardner C."
164421,"87","Fox M.","yellow card",""
164429,"63","","yellow card","Pinnock E."
164429,"79","Shinnie A.","yellow card",""
164536,"29","","yellow card","Doucoure A."
164536,"33","","yellow card","Deeney T."
164536,"50","","yellow card","Capoue E."
164536,"60","Gosling D.","yellow card",""
164536,"89","","yellow card","Holebas J."
164537,"30","","yellow card","Bednarek J."
164537,"74","Rudiger A.","yellow card",""
164537,"79","","yellow card","Romeu O."
164539,"80","","yellow card","March S."
164540,"23","Boly W.","yellow card",""
164540,"45+1","Saiss R.","yellow card",""
164540,"54","Bennett R.","yellow card",""
164540,"62","","yellow card","Milivojevic L."
164540,"90+1","Jonny","yellow card",""
164541,"28","Lascelles J.","yellow card",""
164541,"47","","yellow card","Lindelof V."
164541,"75","","yellow card","Shaw L."
164600,"20","","yellow card","Lovren D."
164600,"31","Kompany V.","yellow card",""
164600,"38","","yellow card","Wijnaldum G."
164600,"45+2","Laporte A.","yellow card",""
164600,"89","Silva B.","yellow card",""
164600,"90+5","Ederson","yellow card",""
164601,"41","","yellow card","Casemiro"
164601,"45","Alvaro","yellow card",""
164601,"89","","yellow card","Ramos S."
164601,"90+1","Costa J.","yellow card",""
164667,"20","","yellow card","Bustinza U."
164667,"35","Vila D.","yellow card",""
164667,"67","","yellow card","Recio"
164667,"68","Roca M.","yellow card",""
164667,"70","","yellow card","Gumbau G."
164667,"72","","yellow card","Omeruo K."
164729,"13","Laguardia V.","yellow card",""
164729,"22","","yellow card","Wass D."
164729,"25","Navarro X.","yellow card",""
164729,"46","","yellow card","Diakhaby M."
164854,"22","","yellow card","Stephens D."
164854,"84","Surman A.","yellow card",""
164854,"90","Cook S.","yellow card",""
164857,"66","Reach A.","yellow card",""
164859,"29","","yellow card","Connolly C."
164859,"58","","yellow card","Byrne N."
164859,"79","Brunt C.","yellow card",""
164905,"59","Garcia M.","yellow card",""
164905,"72","Gradel M.","yellow card",""
164905,"75","Sylla I.","yellow card",""
165035,"58","","yellow card","Mori R."
165035,"69","","yellow card","Fuego J."
165036,"14","","yellow card","Correa A."
165036,"45","Navas J.","yellow card",""
165036,"47","Sarabia P.","yellow card",""
165036,"49","","yellow card","Saul"
165036,"54","","yellow card","Griezmann A."
165036,"72","Banega E.","yellow card",""
165036,"77","","yellow card","Rodrigo"
165036,"78","","yellow card","Godin D."
165037,"36","","yellow card","Willian Jose"
165037,"40","Lucas","yellow card",""
165037,"52","Marcelo","yellow card",""
165037,"61","Lucas","red card",""
165037,"75","Modric L.","yellow card",""
165037,"88","Isco","yellow card",""
165038,"12","","yellow card","Arthur"
165038,"15","","yellow card","Alba J."
165038,"15","Foulquier D.","yellow card",""
165038,"62","Suarez D.","yellow card",""
165038,"65","","yellow card","Vidal A."
165038,"68","Cabrera L.","yellow card",""
165038,"77","Maksimovic N.","yellow card",""
165103,"84","","yellow card","Mazuch O."
165103,"90+2","","yellow card","Batty D."
165105,"20","","yellow card","Halme A."
165105,"73","Furlong D.","yellow card",""
165105,"85","","yellow card","Alioski E."
165105,"88","","yellow card","Baker L."
165105,"90+3","Kakay O.","yellow card",""
165483,"15","","yellow card","Williams I."
165483,"25","Yokuslu O.","yellow card",""
165483,"40","","yellow card","Cordoba I."
165483,"57","","yellow card","Garcia D."
165483,"68","Mallo H.","yellow card",""
165507,"15","","yellow card","Milner J."
161177,"40","","yellow card","Santamaria B."
161179,"11","","yellow card","Mendes P."
161179,"19","","red card","Laborde G."
161179,"64","Toure A.","yellow card",""
165609,"39","","yellow card","Caci A."
165601,"25","","yellow card","Arrizabalaga K."
165601,"29","Winks H.","yellow card",""
165601,"59","Sanchez D.","yellow card",""
165601,"82","Lamela E.","yellow card",""
165761,"31","Foulquier D.","yellow card",""
165761,"41","Saiz S.","yellow card",""
165761,"42","","yellow card","Borja"
165761,"73","","yellow card","Cop D."
165761,"78","","yellow card","Tuhami A. M."
165762,"9","Costa J.","yellow card",""
165762,"41","Caseres S.","yellow card",""
165762,"64","Raba","yellow card",""
165763,"42","","yellow card","Gumbau G."
165763,"55","Lucas","yellow card",""
165763,"84","Valverde F.","yellow card",""
165823,"36","San Jose M.","yellow card",""
165823,"37","","yellow card","Mesa R."
165823,"61","","yellow card","Vazquez F."
165824,"9","","yellow card","Zaldua J."
165824,"16","","yellow card","Zubeldia I."
165824,"42","Mandi A.","yellow card",""
165824,"79","","yellow card","Llorente D."
165825,"22","","yellow card","Murillo J."
165825,"39","","yellow card","Alena C."
165825,"41","Prcic S.","yellow card",""
165825,"43","","yellow card","Brandariz J."
165825,"49","Cabaco E.","yellow card",""
165825,"74","","yellow card","Busquets S."
165825,"90+3","Mayoral B.","yellow card",""
165877,"83","","yellow card","Foket T."
165901,"15","","yellow card","Wisdom A."
165901,"45+1","","yellow card","Evans G."
165901,"45+1","","yellow card","Holmes D."
165901,"54","Roofe K.","yellow card",""
165901,"90+4","","yellow card","Waghorn M."
166016,"46","","yellow card","Mustafi S."
166016,"60","","yellow card","Kolasinac S."
166019,"10","","yellow card","Schindler C."
166019,"33","Arter H.","yellow card",""
166023,"39","Adenon K.","yellow card",""
166023,"56","Blin A.","yellow card",""
166027,"78","","yellow card","Kounde J."
166027,"90+4","Attal Y.","yellow card",""
166027,"22","Herelle C.","yellow card",""
166027,"26","","yellow card","Kalu S."
166027,"63","","yellow card","Basic T."
166030,"13","","yellow card","Plano O."
166032,"13","","yellow card","Foulquier D."
166032,"29","Alvaro","yellow card",""
166032,"30","","yellow card","Arambarri M."
166032,"36","Moreno G.","yellow card",""
166032,"39","Jaume","yellow card",""
166032,"85","Ekambi K.","yellow card",""
166107,"29","Kieftenbeld M.","yellow card",""
166107,"55","Adams C.","yellow card",""
166107,"56","","yellow card","Wing L."
166108,"11","","yellow card","Edwards T."
166110,"52","","yellow card","Westwood K."
166113,"8","","yellow card","Fox D."
166113,"32","Richards O.","yellow card",""
166273,"44","","yellow card","De Sciglio M."
166273,"30","","yellow card","Bernardeschi F."
166273,"69","","yellow card","Can E."
166025,"88","Tavares J.","yellow card",""
166025,"90","Lautoa W.","yellow card",""
166443,"38","Bernard","yellow card",""
166443,"65","Keane M.","yellow card",""
166443,"66","Gomes A.","yellow card",""
166443,"66","Zouma K.","yellow card",""
166443,"84","Richarlison","yellow card",""
166444,"78","","yellow card","Pogba P."
166444,"50","Alli D.","yellow card",""
166444,"66","","yellow card","Herrera A."
166445,"32","","yellow card","Andre B."
166445,"38","Girotto A.","yellow card",""
166445,"45","","yellow card","Grenier C."
166445,"52","","yellow card","Niang M."
166445,"85","Pallois N.","yellow card",""
166445,"90","Lima L.","yellow card",""
166446,"36","","yellow card","Martin J."
166446,"45+2","Bostock J.","yellow card",""
166447,"58","Sanson M.","yellow card",""
166447,"74","Ocampos L.","yellow card",""
166447,"79","","yellow card","Sylla M."
166448,"42","","yellow card","Jason"
166448,"85","","yellow card","Cabaco E."
166448,"90+4","","yellow card","Campana J."
166449,"64","Garcia D.","yellow card",""
166449,"26","","yellow card","Mesa R."
166449,"28","","yellow card","Escudero S."
166449,"76","Muniain I.","yellow card",""
166449,"81","Herrerin I.","yellow card",""
166450,"44","Suarez L.","yellow card",""
166450,"42","","yellow card","Enrich S."
166450,"70","Pique G.","yellow card",""
166451,"86","Carvalho W.","yellow card",""
166451,"4","Guardado A.","yellow card",""
166451,"35","","yellow card","Modric L."
166451,"42","","yellow card","Ramos S."
166451,"62","","yellow card","Valverde F."
166518,"10","","yellow card",""
166675,"45","","yellow card","Veretout J."
166675,"24","","yellow card","Benassi M."
166675,"32","","yellow card","Milenkovic N."
166675,"53","","yellow card","Pezzella G."
166675,"75","Aina O.","yellow card",""
166677,"64","Ounas A.","yellow card",""
166677,"34","Maksimovic N.","yellow card",""
166677,"45","","yellow card","Berardi D."
166677,"71","Rui M.","yellow card",""
166677,"45+1","","yellow card","Magnani G."
166677,"49","","yellow card","Locatelli M."
166677,"58","","yellow card","Peluso F."
167048,"19","","red card","Boly W."
167048,"14","Fernandinho","yellow card",""
167049,"64","Willian Jose","yellow card",""
167049,"65","","yellow card","Vila D."
167049,"7","","yellow card","Lopez D."
167049,"22","","yellow card","Darder S."
167049,"33","Elustondo A.","yellow card",""
167049,"43","Merino M.","yellow card",""
167049,"58","Moreno H.","yellow card",""
167049,"61","Illarramendi A.","yellow card",""
167072,"21","Cigarini L.","yellow card",""
167072,"45+2","","yellow card","Freuler R."
167072,"57","Farago P.","yellow card",""
167072,"75","","yellow card","Toloi R."
167072,"81","","yellow card","Djimsiti B."
159184,"74","Bamba A.","yellow card",""
167143,"10","","yellow card","Nuhiu A."
167143,"37","Collins J.","yellow card",""
167143,"61","","yellow card","Palmer L."
167143,"80","","yellow card","Boyd G."
167167,"16","Tuhami A. M.","yellow card",""
167167,"30","","yellow card","Chichizola L."
167167,"33","Nacho","yellow card",""
167167,"33","","yellow card","Antunes V."
167167,"70","Alcaraz R.","yellow card",""
167167,"74","","yellow card","Dakonam D."
159024,"37","","yellow card","Jallet C."
159024,"45+2","","red card","Sacko I."
159186,"2","","yellow card","Coulibaly K."
159186,"86","Depres C.","yellow card",""
159186,"90+3","","yellow card","Diego Carlos"
159186,"45+1","","red card","Coulibaly K."
159188,"10","","yellow card","Solet O."
159188,"45+1","","yellow card","Depay M."
159188,"45+1","Cahuzac Y.","yellow card",""
159188,"53","Moubandje F.","yellow card",""
167276,"21","","yellow card","Calhanoglu H."
167276,"26","Alex Sandro","yellow card",""
167276,"44","Pjanic M.","yellow card",""
167276,"45+1","","yellow card","Castillejo S."
167292,"89","Carrico D.","yellow card",""
167292,"90+4","","yellow card","Muniain I."
167293,"73","Recio","yellow card",""
167293,"82","","yellow card","Junior Vinicius"
167293,"90+1","","yellow card","Casemiro"
167293,"90+1","","yellow card","Ceballos D."
167169,"25","Villafanez L.","yellow card",""
167169,"45+3","","yellow card","Sadiku L."
167169,"74","","yellow card","Pavelka D."
167431,"26","Le Normand R.","yellow card",""
167431,"29","Januzaj A.","yellow card",""
167431,"43","","yellow card","Lo Celso G."
167431,"74","Moreno H.","yellow card",""
167431,"78","","yellow card","Loren"
167431,"83","Illarramendi A.","yellow card",""
167431,"89","","yellow card","Barragan A."
167431,"90+1","","red card","Lo Celso G."
167432,"29","","yellow card","Caseres S."
167432,"34","","yellow card","Bacca C."
167432,"34","Lopez D.","yellow card",""
167432,"40","","yellow card","Layun M."
167432,"58","Vila D.","yellow card",""
167433,"75","","yellow card","Cabaco E."
167433,"33","","yellow card","Postigo S."
167433,"84","","yellow card","Prcic S."
167433,"43","Rakitic I.","yellow card",""
167433,"45","Murillo J.","yellow card",""
167502,"26","Vogt K.","yellow card",""
167504,"78","","yellow card","Wakaso M."
167504,"40","","yellow card","Navarro X."
167624,"2","","yellow card","Mendy N."
167624,"44","Bennett R.","yellow card",""
167624,"45+1","","yellow card","Ricardo Pereira"
167624,"45+2","Jota D.","yellow card",""
167624,"58","","yellow card","Ndidi W."
167626,"42","","yellow card","Ayew J."
167631,"37","","yellow card","Luiz D."
167631,"90+5","","yellow card","Barkley R."
167635,"7","Naldo","red card",""
167635,"8","Glik K.","yellow card",""
167635,"29","","yellow card","Martin J."
167635,"36","","yellow card","Mitrovic S."
167635,"37","Badiashile B.","yellow card",""
167635,"69","","red card","Mitrovic S."
167636,"32","","yellow card","Sidibe K."
167636,"50","Briancon A.","yellow card",""
167636,"75","Savanier T.","yellow card",""
167636,"81","Thioub S.","yellow card",""
167637,"81","","yellow card","Attal Y."
167637,"82","","yellow card","Tameze A."
167637,"90+6","","yellow card","Dante"
167638,"25","Moravek J.","yellow card",""
167638,"60","Finnbogason A.","yellow card",""
167638,"63","","yellow card","Usami T."
167640,"31","Fernandes G.","yellow card",""
167643,"40","Konate I.","yellow card",""
167643,"67","Upamecano D.","yellow card",""
167643,"84","","yellow card","Sancho J."
167643,"90+2","Kampl K.","yellow card",""
167643,"90+4","","yellow card","Burki R."
167645,"34","Opoku N.","yellow card",""
167645,"39","Okaka S.","yellow card",""
167645,"55","","yellow card","Barilla A."
167645,"68","D'Alessandro M.","yellow card",""
167646,"51","","yellow card","Rogerio"
167646,"32","","yellow card","Sensi S."
167646,"50","Brozovic M.","yellow card",""
167646,"90+3","","yellow card","Peluso F."
167651,"30","","yellow card","Carrico D."
167653,"42","","yellow card","Gabriel"
167653,"11","Jozabed","yellow card",""
167653,"58","Mendez B.","yellow card",""
167653,"42","","yellow card","Soler C."
167653,"76","Mallo H.","yellow card",""
167747,"45","Benalouane Y.","yellow card",""
167748,"9","Scowen J.","yellow card",""
167750,"45","","yellow card","Evans L."
167750,"73","","yellow card","Kipre C."
167751,"17","","yellow card","Forshaw A."
168055,"53","","yellow card","Ozturk A."
168055,"57","Tozlu E.","yellow card",""
168056,"57","","yellow card","Cinaz S."
168057,"4","","yellow card","Moulin T."
168057,"16","","yellow card","Pinto T."
168057,"16","Belhanda Y.","yellow card",""
168057,"31","Linnes M.","yellow card",""
168057,"37","Fernando","yellow card",""
168057,"57","","yellow card","Ozer K."
168059,"59","Segbefia P.","yellow card",""
168059,"73","Del Valle Y.","yellow card",""
168059,"80","Alsan G.","yellow card",""
168060,"12","","yellow card","Kocer G."
168060,"21","Lumanza-Lembi T.","yellow card",""
168060,"57","","yellow card","Budak U."
168060,"80","","yellow card","Guler M."
168060,"90+4","","red card","Budak U."
168060,"90+5","Simsek B.","yellow card",""
167633,"48","N'Doye C.","yellow card",""
167633,"73","","yellow card","Girotto A."
167633,"78","","yellow card","Lima L."
167633,"82","Pavlovic M.","yellow card",""
167633,"83","","yellow card","Kolo R."
167634,"11","Karamoh Y.","yellow card",""
167634,"34","","red card","Amalfitano R."
167634,"51","","yellow card","Abeid M."
167634,"62","","yellow card","Haddadi O."
167634,"64","Cornelius A.","yellow card",""
167634,"71","Jovanovic V.","yellow card",""
167634,"71","","yellow card","Yambere C."
168151,"41","","yellow card","Aguilar R."
168151,"50","Da Silva D.","yellow card",""
168151,"53","","yellow card","Hilton H."
168151,"74","Sarr I.","yellow card",""
168153,"20","","yellow card","Marcelo"
168153,"43","Monnet-Paquet K.","yellow card",""
168153,"65","Perrin L.","yellow card",""
168153,"71","","yellow card","Tete K."
168155,"66","McKennie W.","yellow card",""
168157,"14","Fernandes E.","yellow card",""
168157,"22","","yellow card","Ramirez G."
168157,"34","Milenkovic N.","yellow card",""
168157,"39","Fernandes E.","red card",""
168158,"30","","yellow card","Soriano R."
168158,"40","Valdifiori M.","yellow card",""
168158,"76","","yellow card","Helander F."
168158,"90+3","","yellow card","Pulgar E."
168158,"90+5","Cionek T.","yellow card",""
168160,"20","","yellow card","Milinkovic-Savic S."
168160,"36","","yellow card","Acerbi F."
168160,"70","","red card","Acerbi F."
168166,"37","Mori R.","yellow card",""
168166,"40","","yellow card","Benat"
168166,"54","Iborra","yellow card",""
168166,"57","Mario Gaspar","yellow card",""
168166,"62","Alvaro","yellow card",""
168167,"14","Bardhi E.","yellow card",""
168167,"15","","yellow card","Unal E."
168167,"40","","yellow card","Antonito"
168167,"55","Rochina R.","yellow card",""
168167,"61","Jason","yellow card",""
168169,"23","","yellow card","Tarin R."
168169,"8","","yellow card","Braithwaite M."
168169,"30","","yellow card","Omeruo K."
168169,"12","Busquets S.","yellow card",""
168169,"54","Alena C.","yellow card",""
168169,"60","Roberto S.","yellow card",""
168549,"10","","yellow card","Junior L."
168549,"46","","yellow card","Sastre J."
168549,"48","","yellow card","Raillo A."
168549,"55","Merida F.","yellow card",""
168549,"90+3","","yellow card","Cabrera A."
168763,"26","","yellow card","Arslan H."
168764,"20","Pereira J.","yellow card",""
168764,"28","Ekuban C.","yellow card",""
168764,"47","Yazici Y.","yellow card",""
168764,"64","","yellow card","Kahveci I."
168766,"38","Okumus A.","yellow card",""
168766,"49","Appindangoye A.","red card",""
168766,"65","Acil M.","yellow card",""
168766,"65","","yellow card","Paixao M."
168766,"69","","yellow card","Putsila A."
168766,"74","","yellow card","Ozturk I."
168766,"79","Cicek A.","yellow card",""
168766,"89","Tekdal T.","yellow card",""
168766,"90+2","Temeltas T.","yellow card",""
168767,"23","","yellow card","Gorgulu F."
168767,"34","Celik M.","yellow card",""
168767,"65","","yellow card","Altindag T."
168767,"79","","yellow card","Tanase C."
168768,"66","Ozfesli A.","yellow card",""
168768,"72","","yellow card","Glumac T."
168830,"8","","yellow card","Borini F."
168830,"41","Romero C.","yellow card",""
168830,"45+1","","yellow card","Cutrone P."
168830,"58","","yellow card","Paqueta L."
168832,"18","","yellow card","Sanchez V."
168832,"28","Jordan J.","yellow card",""
168832,"40","","yellow card","Vila D."
168832,"69","","yellow card","Baptistao L."
168867,"45+2","Sari V.","yellow card",""
168867,"84","","yellow card","Boldrin F."
168867,"87","Josue Sa","yellow card",""
168867,"61","","yellow card","Ovacikli O."
168867,"65","","yellow card","Muriqi V."
168977,"88","","yellow card","Cohade R."
169579,"65","","yellow card","Wass D."
169579,"54","","yellow card","Vezo R."
169579,"69","Mata J.","yellow card",""
169579,"59","Gonzalez B.","yellow card",""
169579,"69","","yellow card","Domenech J."
169579,"63","Arambarri M.","yellow card",""
169579,"73","","yellow card","Cheryshev D."
166028,"42","","yellow card","Bamba A."
169191,"50","Ruffier S.","yellow card",""
169267,"45+3","Ozturk A.","yellow card",""
169267,"55","Castro A.","yellow card",""
169286,"27","","yellow card","Aaneba I."
169286,"48","Cavani E.","yellow card",""
169577,"74","Gomez S.","yellow card",""
169577,"84","","yellow card","Alba J."
169387,"21","Adenon K.","yellow card",""
169387,"37","Sy S.","yellow card",""
169387,"45+2","","red card","Marcal F."
169387,"54","Gnahore E.","yellow card",""
169575,"6","Hermoso M.","yellow card",""
169575,"8","","yellow card","Feddal Z."
169481,"18","Kamara B.","yellow card",""
169481,"45+1","Luiz Gustavo","yellow card",""
169481,"45+1","Strootman K.","yellow card",""
169482,"14","Rekik K.","yellow card",""
169657,"49","","yellow card","Tielemans Y."
169657,"60","","red card","Naldo"
169657,"62","","yellow card","Henrichs B."
169657,"79","Said W.","yellow card",""
169657,"90","Haddadi O.","yellow card",""
169657,"90","Lautoa W.","yellow card",""
169659,"31","Ganago I.","yellow card",""
169659,"53","","yellow card","Landre L."
169660,"49","","yellow card","Jovanovic V."
169660,"82","Kone L.","yellow card",""
169660,"84","Martinez P.","yellow card",""
169660,"88","","yellow card","Briand J."
169661,"25","","yellow card","Khedira R."
169661,"33","","yellow card","Danso K."
169661,"57","Sommer Y.","yellow card",""
169661,"58","","yellow card","Hahn A."
169661,"88","","yellow card","Stafylidis K."
169661,"90+1","Cuisance M.","yellow card",""
169666,"17","Gebre Selassie T.","yellow card",""
169666,"39","","yellow card","Kostic F."
169666,"50","","yellow card","Rode S."
169666,"58","Veljkovic M.","yellow card",""
169666,"63","Bargfrede P.","yellow card",""
169669,"18","","yellow card","Ruiz F."
169669,"17","Cutrone P.","yellow card",""
169669,"86","","yellow card","Albiol R."
169674,"40","Mercado G.","yellow card",""
169674,"56","Banega E.","yellow card",""
169674,"86","","yellow card","Rober"
169675,"34","","yellow card","Dakonam D."
169675,"47","","yellow card","Angel"
169675,"48","Arias S.","yellow card",""
169675,"71","","yellow card","Cristoforo S."
169675,"76","Rodrigo","yellow card",""
169675,"83","","yellow card","Cabrera L."
169675,"88","","red card","Dakonam D."
169675,"90","","yellow card","Saiz S."
169675,"90+1","","red card","Cabrera L."
169676,"35","Siovas D.","yellow card",""
169676,"38","","yellow card","Cucurella M."
169676,"52","Recio","yellow card",""
169676,"66","","yellow card","Dmitrovic M."
169677,"76","","yellow card","Mario Gaspar"
169677,"15","","yellow card","Ruiz V."
169677,"26","","yellow card","Iborra"
169677,"72","Gaya J.","yellow card",""
169790,"45+4","Krul T.","yellow card",""
169793,"31","Clucas S.","yellow card",""
169880,"56","","yellow card","Wilmot B."
170064,"31","Gassama L.","yellow card",""
170064,"38","","yellow card","Gumus S."
170064,"71","","yellow card","Marcao"
170171,"73","","yellow card","Ndombele T."
170171,"76","","yellow card","Dubois L."
170171,"86","Dibassy B.","yellow card",""
170171,"90+2","","yellow card","Dembele M."
170172,"82","Sylla I.","yellow card",""
170172,"84","","yellow card","Thomas R."
170173,"34","","yellow card","Niang M."
170175,"67","Ducksch M.","yellow card",""
170177,"23","","yellow card","Cristante B."
170177,"35","","yellow card","Manolas K."
170179,"7","Kucka J.","yellow card",""
170179,"34","","yellow card","Fares M."
170179,"36","Scozzarella M.","yellow card",""
170180,"31","","yellow card","de Vrij S."
170180,"76","Aina O.","yellow card",""
170180,"40","Belotti A.","yellow card",""
170180,"45+2","","yellow card","Dalbert H."
170180,"55","","yellow card","D'Ambrosio D."
170181,"24","","yellow card","Can E."
170181,"49","","yellow card","Matuidi B."
170181,"49","Lucas Leiva","yellow card",""
170186,"40","","yellow card","Mallo H."
170186,"41","","yellow card","Hoedt W."
170186,"52","","yellow card","Boufal S."
170186,"60","Toni","yellow card",""
170188,"24","","yellow card","Sidnei"
170188,"26","Berchiche Y.","yellow card",""
170188,"31","San Jose M.","yellow card",""
170188,"50","","yellow card","Loren"
170190,"7","Roca M.","yellow card",""
170190,"27","","yellow card","Ramos S."
170190,"34","Garcia S.","yellow card",""
170312,"54","","yellow card","Sanchez D."
170312,"60","","yellow card","Foyth J."
170827,"32","","yellow card","Drole J. A."
170828,"74","","yellow card","Rodallega H."
170830,"28","Yildirim B.","yellow card",""
170830,"29","","yellow card","Lumanza-Lembi T."
170830,"45+2","Aydin A.","yellow card",""
170830,"55","","yellow card","Kilic H."
170830,"58","Yildirim B.","red card",""
170831,"10","","yellow card","Altunbas B."
170831,"79","Koz C.","yellow card",""
170831,"82","Sahinturk S.","yellow card",""
170831,"34","","yellow card","Sertel C."
170831,"44","Kethevoama F.","yellow card",""
170831,"58","","yellow card","Yildirim M."
171005,"5","Ozgenc E.","yellow card",""
171005,"46","Dja Djedje B.","yellow card",""
171005,"51","","yellow card","Demiral M."
171005,"11","Ozer K.","yellow card",""
171005,"87","Moulin T.","yellow card",""
171005,"87","Ayhan Y.","yellow card",""
171006,"43","Visca E.","yellow card",""
171006,"90+2","Epureanu A.","yellow card",""
171007,"5","","yellow card","Buyuk A."
171007,"22","Soldado R.","yellow card",""
171007,"22","","yellow card","Guilherme"
171007,"36","Topal M.","yellow card",""
171007,"45+3","Ekici M.","yellow card",""
171007,"45+3","","yellow card","Kas E."
171008,"39","","yellow card","Tekdal T."
171008,"32","Sazdagi G.","yellow card",""
171008,"57","","yellow card","Altintas E."
171008,"77","Akbay O.","yellow card",""
171008,"77","Dereli A.","yellow card",""
171008,"78","","yellow card","Leandrinho"
171045,"32","Saiss R.","yellow card",""
171045,"37","","yellow card","Snodgrass R."
171045,"70","Neves R.","yellow card",""
171045,"73","Bennett R.","yellow card",""
171046,"62","","yellow card","Barnes A."
171046,"72","Mata J.","yellow card",""
171046,"74","","yellow card","Taylor C."
171046,"90+5","","yellow card","Cork J."
171047,"17","","yellow card","De Bruyne K."
171047,"34","","yellow card","Sterling R."
171047,"54","Perez A.","yellow card",""
171047,"72","Schar F.","yellow card",""
171055,"30","Roberts C.","yellow card",""
171055,"31","","yellow card","Pedersen K."
171055,"38","","yellow card","Kieftenbeld M."
171055,"45+1","","red card","Pedersen K."
171055,"45+2","","yellow card","Maghoma J."
171055,"45+5","James D.","yellow card",""
171055,"60","","yellow card","Colin M."
171069,"29","","yellow card","Malcuit K."
171069,"35","","yellow card","Milik A."
171069,"40","","yellow card","Koulibaly K."
171086,"10","","yellow card","Mata J."
171086,"20","","yellow card","Suarez D."
171086,"25","","yellow card","Dakonam D."
171086,"43","","yellow card","Portillo F."
171086,"44","","yellow card","Chichizola L."
171086,"45","Gabriel","yellow card",""
171086,"46","Mina S.","yellow card",""
171248,"45","Sissoko I.","yellow card",""
171257,"11","","yellow card","Zaniolo N."
171257,"31","","yellow card","El Shaarawy S."
169656,"30","","yellow card","Monnet-Paquet K."
169656,"45","Diego Carlos","yellow card",""
169656,"45+2","Fabio","red card",""
169656,"45+2","","red card","M'Vila Y."
171181,"72","Surman A.","yellow card",""
171182,"35","","yellow card","Milivojevic L."
171182,"37","Hojbjerg P.","yellow card",""
171182,"47","","yellow card","Wan-Bissaka A."
171182,"59","Bednarek J.","yellow card",""
171182,"87","","yellow card","Zaha W."
171182,"87","","red card","Zaha W."
171183,"16","Matip J.","yellow card",""
171183,"41","","yellow card","Maguire H."
171183,"50","","yellow card","Ricardo Pereira"
171184,"46","","yellow card","Mariappa A."
171184,"74","","yellow card","Capoue E."
171258,"79","","yellow card","Pjanic M."
171258,"43","Djimsiti B.","yellow card",""
171258,"88","","yellow card","Matuidi B."
171258,"45+1","Freuler R.","yellow card",""
171258,"54","Hateboer H.","yellow card",""
171280,"30","Suarez L.","yellow card",""
171280,"30","","yellow card","Mesa R."
171280,"34","","yellow card","Carrico D."
171280,"72","","yellow card","Gomez S."
